,T1,S1,T2,S2,T4,S4,T7,S7,T8,S8,T16,S16,T20,S20,T40,S40
40000000,0.0622781,1.04316,0.0330462,1.96591,0.0317499,2.04617,0.0152271,4.26646,0.0098542,6.59271,0.00870221,7.46545,0.0067733,9.59146,0.00658779,9.86155
